ASN,Name,Adjacencies v4,Routes v4,Adjacencies v6,Routes v6
35114,GIUNTI EDITORE S.P.A.,2,1,0,0
35110,Regione Basilicata,2,3,0,0
35051,Nexi Payments S.P.A.,2,10,0,0
34759,BANCA D'ITALIA,2,1,0,0
34618,Prometeo S.r.l.,2,5,0,0
34216,TRENITALIA SPA,2,5,0,0
34081,INCUBATEC GmbH - Srl,2,19,2,4
33964,Sogei Societa' Generale d' Informatica S.p.A.,2,8,1,1
33942,IREN ENERGIA S.P.A,2,15,0,0
3275,CINECA CONSORZIO INTERUNIVERSITARIO,2,1,0,0
31144,United Nations World Food Programme,2,3,0,0
31087,CGM TELEMEDICINE S.R.L.,2,1,0,0
31086,Orthofix S.r.l.,2,1,0,0
31067,SEAC S.p.A.,2,1,0,0
31043,International Training Centre of the ILO,2,2,0,0
29609,FONDAZIONE BRUNO KESSLER,2,1,0,0
29312,Comune di Milano,2,17,0,0
28977,United Nations Logistics Base,2,7,0,0
28767,ACCENTURE FINANCIAL ADVANCED SOLUTIONS & TECHNOLOGY S.R.L.,2,2,0,0
25350,Nuovo Pignone International S.r.l,2,4,0,0
25305,Albedo S.r.l.,2,1,0,0
25300,VEM SISTEMI S.p.A.,2,2,0,0
25156,Inrete s.r.l,2,2,0,0
24994,genesys informatica srl,2,10,1,1
24780,Autostrade per l'Italia S.P.A.,2,2,0,0
216108,Technology Transfer Intercontinental S.R.L,2,1,2,1
215026,Alessandro Accorsi trading as Len Service SRL,2,5,1,2
21429,Sicob S.r.l.,2,1,0,0
213123,ALPERIA SPA,2,3,0,0
213096,Ansaldo Energia S.p.A.,2,1,0,0
213004,Elettropiccoli 73-51 SRL,2,5,0,0
212891,EVONET SRL,2,2,0,0
212659,Cinquenet S.R.L,2,1,1,1
212553,Afinna One S.r.l.,2,1,0,0
211943,Bracco Imaging S.p.A.,2,1,0,0
211138,Private-Hosting di Cipriano oscar,2,5,2,3
211102,Previnet S.p.A.,2,2,0,0
210869,GLC NETCOM S.R.L,2,4,1,1
210569,Namirial spa,2,1,0,0
210452,FIN.IT SRL,2,1,0,0
210172,MARLETTA SAT S.R.L.,2,3,0,0
21006,Segretariato generale della Presidenza della Repubblica,2,1,0,0
209887,Biesse S.p.A,2,4,0,0
20981,InnovaPuglia SpA,2,1,0,0
20958,TRAVELPORT ITALIA srl,2,3,0,0
209418,Intellitronika srl,2,1,0,0
209402,BIC INCUBATORI FVG S.R.L.,2,1,0,0
209209,Fabrizio Lanotte,2,1,2,1
209172,Presidenza del Consiglio dei Ministri - Dipartimento delle informazioni per la sicurezza,2,2,0,0
209071,Ricca IT SRL,2,3,0,0
208775,COMAC S.P.A.,2,5,0,0
208761,Maggioli S.p.a.,2,5,0,0
208578,MACROTEL ITALIA SRL,2,1,0,0
208532,First Point S.R.L.,2,1,0,0
208432,P.O.S. Data System SRL,2,4,1,1
208337,TELEMANAPOLI S.R.L.,2,3,0,0
208200,Konstantin Kirsanov,2,2,2,5
20819,ALITALIA Societa Aerea Italiana S.p.A.,2,3,0,0
208019,Attilio Giusti Leombruni SPA,2,6,0,0
208011,Antonio Liguori trading as ETS SISTEMI,2,2,1,3
208000,Roberto Cardone trading as Megacom,2,2,0,0
207964,Gi Group S.p.A.,2,1,0,0
207799,BOTANY SRL,2,4,0,0
207798,IMAC SPA,2,4,0,0
207761,CRONOADSL SRLs,2,4,1,1
207578,Patrizi Emanuele,2,2,0,0
207453,Auriga SpA,2,1,0,0
207132,Balocco s.p.a. Industria Dolciaria,2,1,0,0
207018,IRIDEOS S.P.A.,2,3,0,0
206992,Salvatore Intravaia,2,5,0,0
20697,Collegio San Luigi,2,2,0,0
206966,PAC 2000 A S.C.,2,3,0,0
206952,Flyfibra SRL,2,3,0,0
206864,Acque S.p.A.,2,4,0,0
206789,Iperal Supermercati S.p.a.,2,2,0,0
206738,TRC Toscana Radio Comunicazioni srl,2,1,0,0
206207,"Giuliano Claudio Peritore trading as ""Panservice s.a.s. di Cuseo Fabrizio & C.""",2,2,2,1
206205,LOGICA S.R.L.,2,3,0,0
206135,Nethive SpA,2,5,0,0
206035,2i Rete Gas S.p.A.,2,4,0,0
205925,Italiana Petroli SpA,2,2,1,1
205729,AGSM AIM S.p.A.,2,1,0,0
205716,Applico Digital Lab S.r.l.,2,3,0,0
205704,Amap SPA,2,5,0,0
205525,YottaNet Srl,2,3,0,0
205498,Farecom S.R.L.,2,2,0,0
205493,U-BLOX ITALIA SPA,2,1,2,1
205451,UNITED NATIONS SYSTEM STAFF COLLEGE (UNSSC),2,1,0,0
205195,EFSA - European Food Safety Authority,2,5,0,0
204940,ACQUIRENTE UNICO SPA,2,1,0,0
204760,MOMIT SRL,2,3,3,1
204739,Good Service S.r.l.s.,2,1,0,0
204689,Jakala S.P.A.,2,3,0,0
204614,CHIESI Farmaceutici SpA,2,1,0,0
204605,S.A.C.B.O. s.p.a,2,1,0,0
204593,OVS Spa,2,3,0,0
204404,S3K SECURITY OF THE THIRD MILLENNIUM SPA,2,1,2,1
204402,Flynter Networking Srl,2,2,0,0
204386,NABIRI S.R.L.,2,6,0,0
204358,OPEN Dot Com S.p.a.,2,5,0,0
204176,FIREWALL DI ONORATO GIOVANNI MARIA,2,4,0,0
204096,Manutenzione ed Assistenza Computers S.r.l.,2,4,2,1
203612,IDS & UNITELM SRL,2,4,0,0
203540,Witel Srl,2,7,0,0
203525,ASM Terni SpA,2,1,0,0
203367,SAILWEB SRL,2,2,1,1
202552,PROTEC di Rinaldo Silvano & C. Snc,2,4,0,0
202514,KME srl,2,5,0,0
202132,Sysman Progetti & Servizi srl,2,4,0,0
202095,RCS MediaGroup S.p.a.,2,4,0,0
202074,Link Telecomunicazioni SRL,2,9,0,0
202017,ASM VIGEVANO E LOMELLINA SPA,2,5,1,1
201946,CORPO VIGILI GIURATI - S.P.A.,2,3,0,0
201919,BonPrix S.r.l.,2,5,0,0
201795,Webethical S.r.l.,2,4,0,0
201747,Evolink srl,2,1,0,0
201474,Aircom Service srl,2,5,0,0
201362,BASE DIGITALE PLATFORM S.P.A.,2,2,0,0
201220,Gruppo EURIS Spa,2,1,0,0
201095,DIMAR,2,1,0,0
200858,MM ONE Group Srl,2,2,0,0
200813,Gruppo Lercari Srl,2,5,0,0
200786,Azimut Holding S.P.A.,2,1,0,0
200761,Real Comm srl,2,2,0,0
200616,Acciaierie Bertoli Safau S.p.A,2,1,0,0
200604,RUBELLO LINO trading as RUBELLO IMPIANTI,2,4,0,0
200583,InfoCert S.p.A.,2,8,0,0
200547,MTK S.R.L.,2,6,0,0
200448,P.C. Service Srl,2,4,0,0
200156,CONAD NORD OVEST SOCIETA' COOPERATIVA,2,1,0,0
200073,LUTECH S.P.A.,2,1,0,0
200034,CDA SYSTEM S.R.L.,2,2,0,0
199699,GAMGROUP SRLS,2,2,3,2
199606,Nim Wave srl,2,5,1,1
199509,Protezione Civile Regione Autonoma Friuli Venezia Giulia,2,2,0,0
199352,SOCIETA' AUTOSTRADE ALTO ADRIATICO S.P.A.,2,1,0,0
199342,Universita Cattolica del Sacro Cuore,2,2,0,0
199309,"CONSORZIO ELETTRICO DI STORO, SOCIETA COOPERATIVA",2,3,0,0
198898,SETA S.R.L.,2,1,0,0
198830,Nordcom S.p.a.,2,2,0,0
198800,Packet Loss s.r.l.,2,8,3,1
198387,Uniplan Software S.r.l.,2,5,0,0
198320,Telnet Systems s.r.l.,2,8,0,0
198291,Next Data S.r.l,2,13,0,0
198049,ELICA - S.P.A.,2,1,0,0
197954,Ambrogio s.r.l.,2,3,0,0
197845,Cegeka Services S.P.A.,2,2,0,0
197807,Eos sistemi s.r.l.,2,8,0,0
197211,PIXARTPRINTING S.P.A.,2,1,0,0
196966,DIGIBYTE SRL,2,9,0,0
196956,Net-spring s.r.l.,2,1,0,0
196880,Leonardo S.p.A.,2,2,0,0
16076,Infotech S.r.l,2,4,0,0
16052,SELECTA INDUSTRIAL OPERATIONS S.P.A,2,1,0,0
16027,Allitude S.p.A.,2,5,0,0
15981,C.S.E. Consorzio Servizi Bancari Soc. Cons. a r.l.,2,1,0,0
15887,ENGINEERING INGEGNERIA INFORMATICA SPA,2,8,0,0
15663,Umbrianet S.R.L.,2,3,0,0
15660,Findomestic Banca S.p.A.,2,1,0,0
15472,TERRALINK S.R.L.,2,7,0,0
13183,Intesa Sanpaolo S.p.A.,2,3,0,0
13060,Basic Net SpA,2,1,0,0
13018,Banca Monte Dei Paschi Di Siena S.P.A.,2,6,0,0
12922,CEDACRI S.P.A.,2,1,0,0
12734,"FCA INFORMATION TECHNOLOGY, EXCELLENCE AND METHODS S.P.A.",2,5,0,0
12663,Vodafone Italia S.p.A.,2,173,1,2
12468,Abaco Informatica S.r.l.,2,4,0,0
12345,General Software s.r.l.,2,3,0,0
9076,P.A. A.B.S. SRL - Partners Associates Advanced Business Solution,1,4,0,0
9026,Utility Line Italia S.r.l.,1,2,1,2
8822,MYNET TRENTINO SRL,1,2,0,0
8244,TELECOM ITALIA SPARKLE S.p.A.,1,3,0,0
6691,Banca Nazionale del Lavoro S.P.A.,1,1,0,0
63017,Register Societa per Azioni,1,1,1,2
62398,Territorio Energia Ambiente S.p.A. Mantova in forma abbreviata TEA S.p.A.,1,1,0,0
62092,NTS NETWORK SPA,1,1,0,0
62054,HORIZONT COMUNICAZIONI S.R.L.,1,2,0,0
62007,MavianMax srl,1,16,0,0
60803,Clio S.R.L,1,1,1,1
60559,Maxfon Srl,1,10,0,0
60451,Threeminds S.r.l.,1,10,0,0
60409,Associazione Vedica,1,1,0,0
60260,I.T.M. TELEMATICA S.R.L.,1,4,0,0
60227,TEAMSYSTEM S.P.A.,1,5,0,0
60023,ISI BET PRO SRL,1,1,0,0
60019,S.T.M. SRL,1,1,0,0
60017,FASTLINES SRL,1,1,0,0
59987,AntennaGo SRL,1,1,0,0
59755,LV3 Soc. Coop.,1,1,1,1
59453,Electrolux Italia SpA,1,4,0,0
58253,IMPIANET SERVICES SNC di Lovece & Petrera,1,1,0,0
58177,Benesolutions S.R.L.S,1,1,0,0
58039,MYNET TRENTINO SRL,1,2,0,0
57846,Satortech S.R.L.,1,1,0,0
57329,Centro di Produzione Spa,1,2,2,2
56366,VEGA - Parco Scientifico Tecnologico di Venezia S.c.a.r.l.,1,1,1,1
5609,Telecom Italia S.p.A.,1,1,0,0
5502,NATO SACLANT Undersea Research Centre,1,1,0,0
5382,PLANET SERVICE SRL,1,1,0,0
52164,WE-NET S.r.l.,1,7,0,0
52109,Rhiag S.p.a.,1,1,0,0
51872,SILTEL TELECOMUNICAZIONI SRL,1,1,0,0
51710,AQUILEIA CAPITAL SERVICES SRL,1,2,0,0
51679,Societa Cooperativa Sociale Wan Service,1,5,0,0
51499,INTERMATICA SPA,1,2,0,0
51344,IDM Suedtirol Alto Adige,1,1,1,1
51233,3 D.A. DI DOMENEGHINI ANGELO - Impresa Individuale,1,1,0,0
50839,Cinzia Tocci trading as C1V,1,2,0,0
50428,ISTITUTO EUROPEO DI ONCOLOGIA SRL,1,2,0,0
50376,BEFFECT S.R.L.,1,1,0,0
49979,LA Wireless Srl,1,9,0,0
49924,NETFREE S.R.L.S.,1,3,1,1
49597,EURO.NET SRLS,1,4,0,0
49431,KPMG Fides Fiduciaria S.p.A.,1,1,0,0
49284,Milano Teleport SRL,1,2,0,0
49073,Moviement srl,1,6,0,0
48862,WAYPOINT SRLS,1,4,0,0
48617,BANCA NETWORK INVESTIMENTI SPA,1,1,0,0
48577,PSA S.r.l.,1,3,0,0
48235,Kirill Vechera,1,2,0,0
47986,Project Informatica srl,1,8,0,0
47912,BTICINO SpA,1,1,0,0
47735,NOWIRE s.r.l.,1,1,0,0
47473,Ruzzo Reti S.p.a.,1,9,0,0
47187,Forinicom S.r.l.,1,1,0,0
44957,Vodafone Italia S.p.A.,1,3,0,0
44939,SAILWEB SRL,1,1,0,0
44936,Data Management S.r.l.,1,5,0,0
44793,Cloudvox Srl,1,12,0,0
44741,Alena Net SRL,1,14,0,0
44721,TELCOMATICA S.R.L.,1,1,0,0
44652,3punto6 srl,1,1,1,1
44485,MIS - Mediobanca Innovation Service S.C.P.A,1,1,0,0
44062,Tesecom S.r.l.,1,1,0,0
43988,Agenzia per L'Italia Digitale,1,1,1,1
43960,Consorzio Terrecablate,1,1,0,0
43817,B.B.Bell SPA,1,1,0,0
43756,Deutz Italy S.r.l.,1,1,0,0
43611,Retelit Enia S.p.A,1,1,0,0
42985,Romeo Gestioni S.p.a.,1,1,0,0
42665,SIRTI S.p.A.,1,3,0,0
41497,INTRED S.P.A.,1,24,1,1
41100,IGP Decaux spa,1,1,0,0
39926,Cooperativa Culturale Biancaneve - Societa' Cooperativa Siglabile Biancaneve,1,1,0,0
39887,Televideocom Srl,1,15,0,0
39825,Sparkinit S.r.l.,1,10,0,0
39448,MYNET S.R.L.,1,1,0,0
39423,Elsynet S.r.l.,1,1,0,0
35514,GEOX S.P.A.,1,1,0,0
35006,Camera dei deputati,1,5,0,0
34978,Linkwireless srl,1,5,1,1
34731,Archimedia SRL,1,6,0,0
34699,Ministero degli affari esteri e della cooperazione internazionale,1,1,0,0
34680,Trient Consulting Group Srl,1,1,0,0
34650,ALFA DI ADB LUPOTTO & ASSOCIATI SOCIETA' DI CONSULENZA FINANZIARIA SPA BREVEMENTE ALFA SCF SPA,1,3,0,0
34613,Lynk srl,1,1,0,0
34405,Anci Digitale S.P.A.,1,1,0,0
31467,ARCA FONDI S.P.A. Societa di Gestione del Risparmio,1,1,0,0
31403,IN.VA. S.p.A.,1,2,0,0
31248,CINECA CONSORZIO INTERUNIVERSITARIO,1,1,0,0
29598,Regione Autonoma Valle d'Aosta - Dipartimento Sistema Informativo,1,2,0,0
29270,Triskel srl,1,1,0,0
28941,NOVA NETWORKS S.R.L.,1,2,0,0
28791,Credit Agricole Italia S.P.A.,1,6,0,0
25309,CONSORZIO TOP IX - TORINO E PIEMONTE EXCHANGE POINT CC,1,1,0,0
25301,Sr Net S.R.L.,1,9,0,0
24869,Presidenza del Consiglio dei Ministri,1,4,0,0
24771,"FCA INFORMATION TECHNOLOGY, EXCELLENCE AND METHODS S.P.A.",1,5,0,0
24608,WIND TRE S.P.A.,1,4,0,0
216395,HostBet Cloud Technologies Private Limited,1,1,0,0
216221,Marco Rossi trading as XeniaHosting,1,1,0,0
216172,PhoenixWeb S.r.l.,1,4,2,1
215984,CBMA SRL,1,12,0,0
215933,Fenice Servizi SRLs,1,1,0,0
215873,Tod's S.p.A.,1,1,0,0
215867,Romana Diesel SPA,1,1,0,0
215831,Warian S.R.L.,1,3,0,0
215824,Antonio Buonocore trading as Mediacore di Buonocore Antonio,1,1,0,0
215687,Consulservice SRL,1,4,1,1
215681,Loris Domeniconi trading as Scheggia Services (DL),1,1,0,0
215511,S&A Consulting S.p.A.,1,1,0,0
215057,Opera della Primaziale Pisana,1,1,0,0
214797,PIERGIORGIO LUCCHESI trading as NET TIRRENA SERVICE DI PIER GIORGIO LUCCHESI,1,1,1,1
21469,Credito Emiliano S.p.A.,1,2,0,0
214458,Bruno Borello trading as One Tek,1,1,1,1
213315,Comune di Misterbianco,1,1,0,0
213224,Aruba S.p.A.,1,3,0,0
213178,WhiteReady S.r.l. Societa' Benefit,1,1,0,0
213013,SICURSATSYSTEM SRLS,1,1,1,1
212768,Infosystem Security s.r.l.,1,1,0,0
212726,GO@NET SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,1,4,0,0
212680,SONATRACH RAFFINERIA ITALIANA S.R.L.,1,1,0,0
212516,Alessio Cairoli,1,1,4,2
212445,TELE SAPIENS SRLS,1,1,0,0
212394,ISS S.R.L.S.,1,1,0,0
212373,Alfadata s.r.l.,1,1,0,0
212282,Business Research S.r.l.,1,1,0,0
212256,JUMYK SRL,1,1,0,0
212011,Wiland Srls,1,1,0,0
211896,Tecnocube srl,1,4,0,0
211756,NEW ASSISTENT S.R.L.,1,1,0,0
211740,WISE DIALOG BANK SPA,1,1,0,0
211702,Azienda Ospedaliero Universitaria di Sassari,1,1,0,0
211669,Telsone S.r.l.,1,1,0,0
211649,GMT COMPONENTS SRL,1,1,0,0
211396,TANZARELLA DANIELE trading as DA.TA. NET,1,1,0,0
21134,Data Management S.r.l.,1,2,0,0
211312,Althea Italia s.p.a.,1,1,0,0
211290,"Istituto Poligrafico E Zecca Dello Stato - Societa' Per Azioni In Breve ""IPZS S.P.A""",1,3,0,0
211278,INTESI GROUP S.P.A.,1,1,0,0
211276,BASE DIGITALE PLATFORM S.P.A.,1,1,0,0
211257,Cloud Europe srl,1,1,0,0
211222,FRANCESCO GAGLIANO trading as WE LINK,1,1,0,0
211204,Hipertech Srl,1,4,0,0
21115,Nestle' Italiana s.p.a,1,1,0,0
211111,A.L.A. SpA,1,1,0,0
210936,B4 s.r.l.,1,1,0,0
210875,WIINET S.R.L.,1,1,0,0
21074,UniCredit S.p.A.,1,2,0,0
210687,QWireless srls,1,2,0,0
210638,Comune di Sassari,1,1,0,0
210598,Francesco Fabbro trading as Microweb Sas,1,1,0,0
210280,Blunova Trapani S.R.L.,1,1,0,0
210238,Dieffeitalia.it S.r.l.,1,2,0,0
210159,V.E.R.I.T.A.S SPA,1,3,0,0
21014,Terna S.p.A.,1,1,0,0
209987,Valcanale Energia Srl,1,3,0,0
20992,IDP s.n.c. di Repetto Davide e Magnone Paolo,1,1,0,0
209865,ASL Roma 2,1,1,0,0
20972,Officine Informatiche Srl,1,3,0,0
209646,H & F S.r.l.,1,1,0,0
209634,Explorer Servizi S.R.L,1,4,1,1
209629,Fondazione AIRC,1,1,0,0
209583,ARMADA di Fabio Mascio Impresa Individuale,1,1,0,0
209572,Alessio Sassone trading as Computer System,1,1,0,0
209410,SiciLink s.r.l.s,1,7,0,0
209353,Maurizio Giuseppe Fanari trading as LABEL SISTEMI TECNOLOGICI,1,1,0,0
209345,Speedline s.r.l.,1,1,0,0
209234,Data Center S.R.L.,1,1,0,0
209191,Mediatech s.r.l.,1,1,0,0
209151,FERCAM SPA,1,1,0,0
209102,Alfa Service s.r.l.,1,1,2,1
209026,WT SRLS,1,2,0,0
208873,NOIXA S.P.A,1,3,0,0
208867,Globalnet Italia S.R.L,1,1,0,0
208851,Sistemi WiFi SRL,1,3,0,0
208788,Cotral S.p.A.,1,1,0,0
208716,PROGETTO SICUREZZA SRL,1,1,0,0
208642,WI-NET S.R.L.,1,2,0,0
208598,Aquilo s.r.l.,1,4,0,0
208499,Wirecom S.r.l.,1,1,0,0
208496,Daily Telecom Mobile s.r.l.,1,1,0,0
208469,7Layers S.r.l.,1,1,0,0
208449,"Micky Del Favero trading as ""BeeCloudy.net""",1,3,2,3
208328,Luigi Labate,1,1,0,0
208296,Montagna Digitale ValWeb,1,5,0,0
208018,hiperlan sicilia srl,1,3,0,0
208017,fastkom srl,1,1,0,0
207989,Golden - Data S.R.L.,1,1,0,0
207985,OSUAN S.r.l.,1,4,0,0
207725,GSS Wi-Fi s.r.l.s.,1,6,0,0
207631,Lucca WiFi SRL,1,2,1,1
207623,ERG S.P.A.,1,1,0,0
207590,MATTEO FILIBERTO SCIACCA trading as LocLix,1,1,0,0
207545,INFORMATICA95 SERVIZI SRLS,1,2,0,0
20745,CNIT Italian National Consortium for Telecommunications,1,1,0,0
207356,ACCIAIERIE VALBRUNA S.P.A.,1,1,0,0
207237,Sibiz S.R.L,1,1,1,1
207222,Exprivia Spa,1,1,0,0
207028,ASSOCIAZIONE DI PROMOZIONE SOCIALE SENZA FILI SENZA CONFINI,1,4,1,3
207022,Fiber Sicilia Srls,1,2,0,0
206961,Riccardo Gori,1,5,0,0
206881,Amt Services srl,1,3,0,0
206867,EASY FIBRA SRL,1,2,0,0
206615,COOPSERVICE S. COOP P.A.,1,1,0,0
206598,NOVA SYSTEMS S.R.L.,1,3,0,0
206588,CIRILLO MATTEO trading as ITALIA NET-COM,1,5,0,0
20658,Computer Design Srl,1,7,0,0
206498,Diginet SRL,1,2,0,0
206343,Miano Carmelo Salvatore trading as ASSO PC TECH,1,1,0,0
206302,Xanten S.R.L.,1,2,0,0
206299,Nada Sinopoli trading as Valcom Calabria,1,1,0,0
206222,2000net srl,1,1,1,2
206191,REGISTER S.P.A.,1,1,0,0
206004,Dolomitinet srl,1,4,0,0
20580,Telecom Italia S.p.A.,1,2,0,0
205732,A.M.1 S.r.l.,1,1,0,0
205636,NewniX S.r.l.,1,1,0,0
205284,AirLink Srls,1,4,0,0
205274,Ivan Milivinti trading as Teckman,1,1,0,0
204795,Marco Accardo,1,2,0,0
204694,ISCHIA TELECOMUNICAZIONI S.R.L.,1,3,0,0
204664,DBLC S.r.l.,1,1,1,1
204578,Aerius Network SRL,1,1,0,0
204431,OPEN SOLUTION S.R.L.,1,3,0,0
204389,ReteStar s.r.l.,1,5,0,0
204379,"INNOVIA, SICUREZZA, INFORMATICA E TELECOMUNICAZIONI SRL",1,1,0,0
204366,MU NETWORK SRL,1,4,0,0
204118,Centro Agroalimentare Roma C.A.R. S.c.p.A.,1,1,0,0
204107,Norma s.r.l.,1,1,0,0
203713,Sicilcom Societa' Cooperativa,1,5,0,0
203672,Telefonica Servizi srl,1,1,1,1
203601,VALUE TRANSFORMATION SERVICES S.P.A.,1,1,0,0
203469,Puntozero S.c.a.r.l.,1,4,0,0
203461,REGISTER S.P.A.,1,3,1,1
203419,SONICATEL S.R.L.,1,1,0,0
203336,VALUE TRANSFORMATION SERVICES S.P.A.,1,1,0,0
203294,Copernico s.r.l.,1,1,0,0
203150,E.G. Servizi Industriali Srl,1,1,0,0
203073,G.T. SRL,1,4,0,0
202950,Telecom Italia S.p.A.,1,1,0,0
202761,Linguanti Claudia trading as Micro Servizi,1,3,0,0
202613,Aruba S.p.A.,1,12,1,2
202523,Nehos S.R.L.,1,1,1,1
202507,BARBIERI PASQUALE & C. trading as GROUPMEDIA SAS,1,4,0,0
202500,"Cassa Depositi e Prestiti, S.P.A.",1,2,0,0
202371,ZAL Network S.r.l.,1,4,0,0
202346,"Executive Service S.R.L., Societa Benefit",1,1,1,1
202323,Amt Services srl,1,1,0,0
202094,FINDER SpA,1,1,0,0
201367,Energente S.r.l.,1,4,0,0
201127,Fastfone s.r.l.,1,4,1,2
201058,Spaziotempo s.r.l.,1,15,0,0
201045,BASE DIGITALE PLATFORM S.P.A.,1,1,0,0
200984,NUOVARETI S.R.L.,1,4,0,0
200901,Perolini Sebastiano,1,5,0,0
200887,Velcom Srl,1,1,1,1
200689,TELEIMPIANTI SRL,1,2,0,0
200542,WIIT S.p.A.,1,1,0,0
200345,SAMTEL NETWORK SRL,1,1,0,0
199864,Interporto di Trieste S.p.A.,1,1,0,0
199532,Tecnolife S.r.l.,1,1,0,0
199321,Intesys Networking Srl,1,2,1,1
199237,EuroReti S.r.l.,1,5,0,0
199202,Moviement srl,1,1,0,0
199039,CAMPANIACOM SPA,1,3,0,0
199017,GBsoftware S.p.A.,1,1,0,0
198843,LIBRA S.R.L.,1,1,0,0
198462,NEW SRL,1,1,0,0
198380,BLUNOVA S.R.L.,1,13,0,0
198363,LINK S.R.L.,1,8,0,0
198319,ARIA S.p.A.,1,8,0,0
198292,GO Internet S.p.A,1,7,0,0
198017,Azienda Ospedaliero-Universitaria Citta della salute e della scienza di Torino,1,1,0,0
197948,Poste Italiane S.p.A.,1,1,0,0
197947,Recordati Industria Chimica e Farmaceutica S.p.A.,1,1,0,0
197859,E.S.I. S.n.c di Teofili Elisabetta e C.,1,7,0,0
197290,@Works Srl,1,1,0,0
197022,Postel S.p.A.,1,1,0,0
196865,Aircomm S.r.L.,1,5,0,0
196784,Reale Mutua di Assicurazioni,1,5,0,0
196708,ANTEA S.R.L.,1,5,0,0
196654,Deda Cloud SRL,1,2,0,0
16379,UniCredit S.p.A.,1,26,0,0
16232,Telecom Italia S.p.A.,1,19,1,1
16210,WIIT S.p.A.,1,2,0,0
16141,Net Bull S.r.l.,1,7,0,0
16122,Prada S.p.A.,1,2,0,0
15923,Logos S.P.A.,1,1,0,0
15831,Security Reply s.r.l.,1,2,0,0
15746,IL SENTIERO SERVIZI SOC.COOP. A R.L.,1,1,0,0
15607,BPER Banca SPA,1,2,0,0
15553,CERVED GROUP S.p.A.,1,4,0,0
15529,Banco BPM S.P.A,1,11,0,0
15515,UniCredit S.p.A.,1,3,0,0
15437,CESENA NET S.R.L.,1,1,0,0
13254,ARNOLDO MONDADORI EDITORE SPA,1,3,0,0
13160,EMMELIBRI S.R.L.,1,1,0,0
12906,Deltatre S.p.A.,1,4,0,0
12797,BT Italia S.p.A.,1,5,0,0
12559,BCC SISTEMI INFORMATICI S.P.A.,1,17,0,0
12533,RMnet S.R.L.,1,2,0,0
12515,RS Advanced Systems S.R.L.,1,1,0,0
12505,Banco BPM S.P.A,1,1,0,0
12498,FinecoBank SpA,1,2,0,0
12428,UniCredit S.p.A.,1,4,0,0
12363,REGISTER S.P.A.,1,3,1,1
12309,Nouvelle S.r.l,1,1,0,0
60236,XCOM GLOBAL ITALIA SRL,0,0,1,1
59429,Polo Navacchio S.p.A.,0,0,1,1
44908,Manuel Gatterer,0,0,5,10
34658,Pasquale Troccoli,0,0,1,1
31686,NETisON SRL,0,0,1,1
216418,Filippo Sacco Comis Dell'Oste,0,0,2,3
216164,Cinzia Tocci trading as C1V,0,0,2,4
216026,Edoardo Colombo,0,0,1,1
215536,Patrizio Palumbo,0,0,13,4
215288,Michele Branchini,0,0,2,1
215146,Roberto Santo,0,0,5,1
214955,Luis Felipe Fuentes Salazar,0,0,1,1
214802,Andrea Leidi,0,0,2,1
214764,Alberto Spaziano,0,0,1,1
212467,Mandelbit SRL,0,0,3,1
212173,FEDERICO MENGASCINI,0,0,2,4
211723,Peter Pohl,0,0,1,1
211480,Sami Yessou,0,0,1,1
211414,Lorenzo Zolfanelli,0,0,2,2
211411,Francesco Ascione,0,0,1,2
211358,Patrizio Palumbo,0,0,70,13
211123,SE.DI.CA.LE SRL,0,0,1,1
211063,Ernesto Castellotti,0,0,16,3
210915,Giacomo Brotto,0,0,1,1
209460,Riccardo Zanol,0,0,1,1
208753,Marco d'Angelo,0,0,338,22
208076,Andrea Bedini,0,0,1,1
204611,Giuseppe Augiero,0,0,14,3
204508,Gatterer Manuel trading as MLGT,0,0,483,20
204235,Nicolo Invernizzi,0,0,1,1
203528,Fabrizzio Jose Petrucci,0,0,14,1
203027,Seo Cube s.r.l.,0,0,1,1
198747,Daniil Gentili,0,0,2,2
198535,Anna Di Domenico,0,0,1,1
197749,,0,0,1,1
