ASN,Name,Adjacencies v4,Routes v4,Adjacencies v6,Routes v6
204683,Sistemas de Seguridade A1 SL,2,3,0,0
204667,Juan Ramon Jerez Suarez,2,3,0,0
204654,AGRUPACION ESPANOLA DE ENTIDADES ASEGURADORAS DE LOS SEGUROS AGRARIOS COMBINADOS SA,2,1,0,0
204542,"NUBIP TALK, S.L.U.",2,3,0,0
203751,"GRUPO WIFIMAX, S.L.",2,7,0,0
203641,"Safety Capital, S.L",2,4,0,0
203537,"AVATEL TELECOM, SA",2,1,0,0
203404,"Roca Sanitario, S.A.",2,1,0,0
203292,Hostisoft S.L.,2,5,0,0
203280,Jose Antonio Vazquez Quian,2,5,0,0
203277,VOIPING US SL,2,1,0,0
203244,Jose Manuel Palacios Vazquez,2,14,0,0
203183,"ARNOLD CALLE TELECOM, S.L.",2,9,0,0
203161,Tomelloso Best Service S. L.,2,10,0,0
202997,Bankinter Global Services SA,2,13,0,0
202814,ELECTRICA FUSION DE VILLANUEVA DE CORDOBA S.L.,2,10,0,0
202754,Free Technologies Excom S.L.,2,1,0,0
202686,Sestaferia Digital Sociedad Cooperativa Asturiana,2,1,0,0
202440,"Comunicaciones Opticas Waditel, S.L.",2,7,0,0
202384,Netfiber Conecta 2020 SLU,2,14,0,0
202330,ISP Gestion Provider SL,2,6,1,1
202211,Manuel Mariposa Consulting SL,2,10,0,0
202210,RENTA 4 BANCO S.A.,2,1,0,0
201976,Mercadona S.A,2,6,0,0
201748,INFOTELECOM NETWORKS SL,2,16,0,0
201735,"PROPHASE ELECTRONICS, S.L.",2,21,0,0
201500,Manuel Carrascosa Leon,2,16,0,0
201426,Soltia Consulting SL,2,2,0,0
201346,TODO EN CLOUD SL,2,4,0,0
201121,Tamiza Digital S.L.,2,1,2,3
200956,DELOITTE AUDITORES SL,2,4,0,0
200892,Isotrol S.A.,2,4,0,0
200810,CONECTA 3 TELECOM S.L.,2,25,1,1
200695,OnWifi Tarragona SLU,2,4,0,0
200661,"AVATEL TELECOM, SA",2,2,0,0
200555,WiFi Canarias de Telecomunicaciones y Fibra SL,2,13,0,0
200521,Ministerio de Asuntos Economicos y Transformacion Digital,2,55,2,3
200518,EUSKAL KIROL APOSTUAK SOCIEDAD ANONIMA,2,4,0,0
200481,SERVEIS INNUBO SL,2,1,0,0
200387,Tele puerto real SL,2,4,0,0
200171,"NUEVA TECNOLOGIA TECNICA, S.L.",2,1,0,0
200064,Red digital de telecomunicaciones de las Islas Baleares S.L,2,48,2,1
199949,Grupo On Seguridad SL,2,1,0,0
199904,OLIVENET DATA CENTERS SPAIN S.L.,2,4,0,0
199772,FONTVENTA SL,2,1,0,0
199611,Telcom Business Solutions S.L.,2,2,0,0
199581,"Data Rush IT Services, S.L.",2,2,1,1
199143,Indaleccius Broadcasting SL,2,3,0,0
198878,Universidad de Navarra,2,1,0,0
198871,Diputacion Provincial de Castellon,2,8,0,0
198760,Quattre Internet SL,2,54,0,0
198404,"RENTEL WIFI, S.L.",2,8,0,0
198270,INV PROTECCION S.L.,2,3,0,0
198198,TELEFONICA GLOBAL SOLUTIONS SL,2,3,0,0
198192,TELEPORTE S.L.,2,8,0,0
198144,"COMUNICACIONES RONDA, S.L.",2,22,0,0
197795,ColdHosting SL,2,4,0,0
197740,Television Trujillo S.L.,2,4,0,0
197722,Electrovideo Utrera S.A.,2,10,0,0
197649,JUAN PORRO FLORES,2,4,0,0
197478,INGENIA S.A.,2,3,0,0
197240,ASPA Technology S.L.,2,4,0,0
196713,"Abansys & Hostytec, S.L.",2,16,0,0
16338,"VODAFONE ONO, S.A.",2,9,0,0
16085,INFOBOLSA S.A.,2,4,0,0
15937,ADIF,2,3,0,0
15810,"Banco Bilbao Vizcaya Argentaria, S.A.",2,11,0,0
15711,Iberdrola S.A.,2,3,0,0
15608,Banco Inversis S.A.,2,1,0,0
13195,"Ingenieria y Economia del Transporte, S.A",2,2,3,1
13186,Evolutio Cloud Enabler S.A. Unipersonal,2,1,0,0
13137,AGENCIA EFE SA,2,1,0,0
12319,Informatika Zerbitzuen Foru Elkartea Sociedad Foral de Servicios Informaticos SA,2,1,0,0
6813,TELEFONICA DE ESPANA S.A.U.,1,18,0,0
62412,"Borecom Networks, S.L.",1,10,1,7
62236,Exsotel S.L.,1,2,0,0
62080,Adrian Almenar Serrano,1,1,9,1
62055,SUVOZ GLOBAL SERVICES S.L.,1,3,0,0
62033,CLOUDEUS SL,1,2,0,0
61408,AGO TELECOM S.L,1,6,1,1
61401,Neutralia Operador Global S.L.U.,1,1,1,1
61388,Correos Telecom SA S.M.E.,1,1,0,0
60987,"FIBERDAN NETWORKS, S.L",1,5,0,0
60813,Banco de Sabadell SA,1,6,0,0
60807,Durcatel CB,1,6,0,0
60711,Fernando Perez Morales,1,9,0,0
60551,D.P.S. Giro-consulting S.L.,1,7,1,1
60494,AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL,1,20,0,0
60493,"Ficosa International, S.A.",1,1,0,0
60267,CABLEWORLD SL,1,12,0,0
60080,S2 Grupo Soluciones De Seguridad Sociedad Limitada,1,1,0,0
60076,Dynamic Over Network De Espana SL,1,1,0,0
59885,TELECUATRO C.B.,1,3,0,0
59772,FLUIDRA SA,1,1,0,0
59739,Almirall SA,1,2,0,0
59631,"AVATEL TELECOM, SA",1,1,0,0
59403,ZONAMBER SL,1,1,0,0
58345,Free Technologies Excom S.L.,1,1,0,0
58128,COMUNICACIONES PAQUILLO E HIJOS S.L.,1,6,0,0
57979,"WIFI EXTREMENA,S.L",1,3,0,0
57677,"SINTELEC INFORMATICA, S.L.",1,1,0,0
57236,Juan Antonio Guerrero Gonzalez,1,1,0,0
57229,IBERMOVIL & HOSTING S.L,1,1,0,0
57140,XFERA Moviles S.A.,1,1,0,0
56989,"Valor Information Technologies, S.L.",1,5,0,0
56924,SANTANDER TELEPORT S.L.,1,2,0,0
56710,MAXEN TECHNOLOGIES S.L.,1,1,0,0
56697,SUIS BOGA TELECOM SL,1,5,1,1
52219,"Server y cloud, S.L.U",1,1,0,0
51718,Hospedaje y Dominios S.L.,1,2,0,0
51555,PREFERENCE SL,1,1,0,0
51487,Networksland SL,1,21,0,0
51457,CONECTA WIRELESS S.L.,1,4,0,0
51362,OPERADORA GREDOS SL,1,5,0,0
51105,Stackscale S.L.,1,2,1,2
50974,"Ediciones El Pais, S.L.",1,1,0,0
50715,"Abertis Infraestructuras, S.A.",1,5,0,0
50563,Onlycable Comunicaciones S.L.,1,52,0,0
49851,Aragonesa de Servicios Telematicos,1,1,0,0
49493,GIGAS HOSTING S.A.,1,2,0,0
49388,"Inspirit Cloud, S.L.",1,1,0,0
49008,Elstir S.L.,1,1,0,0
48952,LUXUNIT GROUP S.L.,1,1,0,0
48868,"SOCIEDAD DE EXPLOTACION DE REDES ELECTRONICAS Y SERVICIOS, SA",1,1,0,0
48624,Free Technologies Excom S.L.,1,1,0,0
48221,"EMPRESAS MUNICIPALES DE SEVILLA, A.I.E.",1,1,0,0
47312,Zipping Care S.L.,1,1,0,0
47209,Sage Spain S.L.,1,2,0,0
44707,Unicaja Banco SA,1,10,0,0
44588,ADEVINTA SPAIN S.L.U.,1,1,0,0
44450,PagoNxt Merchant Solutions S.L.,1,5,0,0
44188,"AVATEL TELECOM, SA",1,1,0,0
43926,"Anxanet Operadors de Xarxes, SL",1,24,0,0
43747,"TELEVALENTIN, S.L",1,2,0,0
43707,Comision Nacional de los Mercados y la Competencia,1,4,0,0
43115,Consorci Institut de Fisica Altes Energies,1,1,1,1
42820,XFERA Moviles S.A.,1,10,0,0
42749,Dimension Virtual SL,1,1,0,0
42666,Embou Nuevas Tecnologias SL,1,13,0,0
42493,Lorca TV Sol S.L.,1,13,0,0
42435,Tecnicas Reunidas S.A.,1,1,0,0
42386,EPRESA ENERGIA SA,1,4,0,0
42241,Mairena del Aljarafe city council,1,1,0,0
42211,Ministerio de Defensa,1,1,0,0
42147,Sociedad Estatal Correos y Telegrafos S.A.,1,14,0,0
42130,RUIZ & COSTA INVERSIONES SL,1,15,1,2
41608,"NextGenWebs, S.L.",1,6,1,1
41558,Canal 2000 Comunicaciones S. L.,1,4,0,0
41531,"AVATEL TELECOM, SA",1,1,0,0
41418,"AVATEL TELECOM, SA",1,2,0,0
41343,Triunfo Telecomunicaciones S.L.,1,24,0,0
41287,ADJENET NETWORKS SL,1,1,0,0
40973,Junta de Comunidades de Castilla-La Mancha,1,1,0,0
39838,"Valor Information Technologies, S.L.",1,1,1,1
39744,"AVATEL TELECOM, SA",1,3,0,0
39640,"Valor Information Technologies, S.L.",1,1,8,8
39536,"BO ICT Management, S.L.",1,1,0,0
39281,"AVATEL TELECOM, SA",1,1,0,0
39069,Comunidad Autonoma de la Region de Murcia,1,1,0,0
35700,Bilbao Bizkaia Kutxa,1,1,0,0
35404,"AVATEL TELECOM, SA",1,1,0,0
35264,Gobierno de Cantabria,1,2,0,0
35153,Free Technologies Excom S.L.,1,3,0,0
34760,"Internet Applications and Resources, S.L.",1,1,0,0
34114,Consorcio de la Zona Franca de Cadiz,1,1,0,0
3339,FIBRAWORLD TELECOM S.A.U.,1,27,0,0
31653,"Servatica Technologies, S.L.",1,16,0,0
31479,"Valor Information Technologies, S.L.",1,1,0,0
31418,Telefonica Audiovisual Digital S.L.U.,1,6,0,0
31332,Industria de Turbo Propulsores S.A.,1,1,0,0
31249,"Instituto de Empresa, S.L.",1,1,0,0
29612,Promotora de Informaciones SA,1,4,0,0
29109,"MEDIOS AVANZADOS DE CALCULO Y DISENO, S.L.",1,1,0,0
28935,"ODEC, CENTRO DE CALCULO Y APLICACIONES INFORMATICAS, S.A.",1,1,0,0
2606,Wifiber.es SL,1,1,0,0
25544,Eroski Scoop.,1,1,0,0
25508,ARQUIA BANK SA.,1,2,0,0
25261,IBERIA LINEAS AEREAS DE ESPANA SOCIEDAD ANONIMA OPERADORA,1,2,0,0
24799,"Desarrollo de la Tecnologia de las Comunicaciones, S.C.A.",1,1,0,0
24624,Oesia Networks SL,1,1,0,0
24580,SUPSA SUPERMERCATS PUJOL SL,1,1,0,0
216135,PEDRERA TELECOM SL,1,2,0,0
216016,Ayuntamiento de Murcia,1,1,0,0
215894,"BLANCATEL, S.L.",1,1,0,0
215784,RODLANDSKY SL,1,54,0,0
215764,Ismael Munoz Hernandez,1,2,0,0
215693,Bruno Andres Sampedro Trujillo,1,2,0,0
215691,AP INTERACTIVE SOLUTIONS SL,1,1,0,0
215573,Fibra Almendralejo S.L.,1,5,0,0
215424,ASOCIACION ESPANIX,1,1,0,0
215298,ENTE PUBLICO DE RADIOTELEVISION DE LES ILLES BALEARS,1,1,0,0
215235,Cuvicbaga Informatica S.L.,1,2,0,0
215133,Sergio Vellisca Martinez,1,19,0,0
215029,OXIGEN Data Center S.L.,1,1,0,0
215018,CORTEX SP COMPUTER SL,1,3,0,0
215015,Vibes Digital SL,1,3,1,1
214855,Robotstxt S.L,1,1,0,0
214779,Be Free Networks SL,1,1,0,0
214662,Seidor Soluciones Globales SL,1,3,1,1
214636,Fibrasur Operadores S.L.,1,3,0,0
214532,"ASD SOLUTIONS, SOCIEDAD LIMITADA",1,1,0,0
214440,"EVOA REDES, S.L.",1,2,0,0
214340,Eduardo Denis Tanase,1,1,0,0
213362,"ENHANCED COMMUNICATIONS, S.L.",1,2,0,0
213193,Manca Telecom SL,1,4,0,0
213006,Invermae Solutions SL,1,7,0,0
212988,Nostravant S.L.L.,1,6,0,0
212963,Sergio Bejarano Romero,1,1,1,1
212941,"AVATEL TELECOM, SA",1,8,0,0
212918,Clicktel SL,1,2,0,0
212866,Redes Opticas Salmantinas SL,1,4,0,0
212862,Invermae Solutions SL,1,3,0,0
212861,Invermae Solutions SL,1,4,0,0
212833,FIBRAWORLD TELECOM S.A.U.,1,2,0,0
212830,Serpa IT S.L,1,10,0,0
212721,Francisco Javier Gordillo Perez,1,4,0,0
212714,Canal Pozuelo S.L.,1,2,1,1
212462,"Wizon Telecom, S.L.",1,5,0,0
212420,"Abaila, Koop. S.Coop.",1,1,0,0
212377,Direccion General de la Guardia Civil,1,1,0,0
212235,Juan Ramon Prieto Reyes,1,5,0,0
212186,Goodser Sociedad Limitada,1,4,0,0
212139,"Comunica't Valldigna, S.L.",1,3,0,0
212107,SINOPHOS GROUP LLORET SL.,1,1,0,0
212052,AMADO NEBOT FORES,1,1,0,0
21193,Centre de Telecomunicacions i Tecnologies de la Informacio de la Generalitat de Catalunya,1,22,0,0
211862,PLATAFORMA MULTIMEDIA DE OPERADORES SL,1,1,0,0
211808,APROOP TELECOM S.L.U,1,7,0,0
211717,CORPORACION MENORQUINA DE CABLE SA,1,3,0,0
211699,WICOR COMUNICACIONS SL.,1,4,0,0
211580,"Alt Urgell Fibra, S.L",1,4,0,0
211402,"Girowimax Wireless Solutions, S.L.",1,4,0,0
211345,Toni Plana Peris,1,1,0,0
211300,Angel Moreno trading as INTELMO C.B.,1,1,0,0
211261,FIBRANET TELECOMUNICACIONES SL,1,18,0,0
211216,Protese S.L.,1,1,0,0
211141,PINKBEAR SLU,1,2,0,0
211033,Jose Poyato Prieto,1,1,1,1
210944,"LA VOZ DE GALICIA, S.A",1,1,0,0
210876,Serpa IT S.L,1,17,0,0
210790,COLORIURIS S.L.,1,1,0,0
210692,Soluciones y Asesoramiento en Telecomunicaciones S.L.,1,2,0,0
210670,INFORMATICA Y NETWORKING COMPOSTELA SLU,1,1,0,0
210605,IT ENCORE TECNOLOGIA SL,1,1,0,0
210319,"Beteling, Consultoria e Ingenieria S.L.",1,1,0,0
210148,Orvis 360 S.L.,1,4,0,0
210102,ALCORES TELECOM S.L.,1,5,0,0
21009,"APPLus Servicios Tecnologicos, S.L.",1,2,0,0
210086,Jordi Martorell Perez trading as NOVARED SCP,1,4,0,0
210048,"Oficina Semat Data, SL",1,1,0,0
209910,DITT REDMOVIL SL,1,18,0,0
209906,Fibrasur Operadores S.L.,1,8,0,0
209855,CALPENETWORKS SL,1,5,0,0
209791,"AREA WIFI TELECOM, S.L.",1,3,0,0
209688,TELE RED S.A.,1,4,0,0
209670,"AVATEL TELECOM, SA",1,1,0,0
209581,Xarxes Esteses de Comunicacions SL,1,6,0,0
209543,POINT TELECOM TELECOMUNICACIONES E INFRAESTRUCTURAS SL,1,10,0,0
209521,Cadena Energia Radio S.L.,1,1,0,0
209478,Leyre Rivera Martin,1,4,0,0
209386,Emsanet Maestrat S.L.,1,2,0,0
209259,AENOR INTERNACIONAL SAU,1,1,0,0
209235,Fibercli Proyectos e Innovacion S.L.,1,1,2,1
20921,Orange Espagne SA,1,7,0,0
209202,Gurbtec Iguana Telecom SL,1,1,1,1
209143,JUAN MANUEL GARCIA DIEZ,1,5,0,0
209031,"RACOMUR DIFUSION,S.L.",1,5,0,0
209023,JOSE LAGO ALVAREZ,1,4,0,0
208939,TELEDISTRIBUCIONES SERVITECNIC SL,1,2,0,0
208931,Redimer Comunicaciones S. L.,1,2,0,0
208928,MEGALAN TELECOM SL,1,8,0,0
208925,NO LIMIT NETWORK SA,1,2,0,0
208910,"ODOWIFI, S.L.U.",1,1,0,0
208909,Gurbtec Iguana Telecom SL,1,18,1,2
208897,"Lasarte Telecomunicaciones, S.L.",1,5,0,0
208888,"Four Mirror Advisors, S.L.",1,1,0,0
208769,"Nicalia Internet, S.L.U",1,2,0,0
208767,"TELEVALENTIN, S.L",1,4,0,0
208735,BIWIFI TELECOMUNICACIONES S.L.,1,2,0,0
208726,FIATC MUTUA DE SEGUROS Y REASEGUROS,1,1,0,0
208695,"Valor Information Technologies, S.L.",1,1,1,1
208619,Free Technologies Excom S.L.,1,4,0,0
208616,Ausarta Conecta SL,1,3,0,0
208596,Verimax Telecom SL,1,3,0,0
208313,IBERNET FIBRA S.L.,1,4,0,0
208253,Associacio Expansio de la Xarxa Oberta,1,4,1,4
208248,Innovative Business Software Iberia S.L.,1,4,0,0
208229,"AVATEL TELECOM, SA",1,3,1,1
208222,"Bullhost Cloud Services, SL",1,1,0,0
208170,"FIBRESPEED, S.L.",1,5,0,0
208109,"IDIADA Automotive Technology, S.A.",1,1,0,0
207987,EM SISTEMAS INFORMATICOS Y TELECOMUNICACIONES DE MALLORCA SL,1,4,0,0
207974,"FIBERPLUS COMUNICATIONS, SL",1,1,2,4
207923,"AVATEL TELECOM, SA",1,1,0,0
207915,Invermae Solutions SL,1,2,0,0
207904,"VEU I BITS, SERVEIS EMPRESARIALS S.L.",1,5,0,0
207579,DITT REDMOVIL SL,1,2,0,0
207495,"Safor Wifi, SL",1,4,0,0
20748,Caixabank S.A.,1,1,0,0
207412,Free Technologies Excom S.L.,1,8,0,0
207405,Tetratel Comunicaciones SLU,1,4,0,0
207286,"RUEDA SISTEMAS, S.L.",1,4,0,0
207185,Free Technologies Excom S.L.,1,4,0,0
20718,ARSYS INTERNET S.L.U.,1,1,0,0
207136,AUREA ENERGIA Y TELECOMUNICACIONES S.L.,1,5,1,1
207058,Dimatica Servicios informaticos Avanzados S.L,1,4,0,0
207050,FIBRAWORLD TELECOM S.A.U.,1,8,0,0
207026,Quopiam Informatica SL,1,2,1,1
206930,Fenix Telecom SLU,1,7,0,0
20693,Nunsys SA,1,1,0,0
206886,QUAD PLAY BATT S.L.,1,5,2,2
206882,WIFILINKS SL,1,8,0,0
206863,EQUIPOS INFORMATICOS ERONET SL,1,2,0,0
206853,NOLU NETWORK S.L.,1,8,0,0
206830,DIGAMAX GESTION DE TELECOMUNICACIONES SL,1,1,0,0
206828,CONNECTA-COMUNICACIONS INTEGRALS DE CATALUNYA S.L,1,4,1,1
206826,"ABERTIS AUTOPISTAS ESPANA, S.A",1,1,0,0
206807,DEL-INTERNET TELECOM S.L.U,1,4,1,1
206752,RADIOCABLE INGENIEROS S.L.,1,1,0,0
206496,TDA COMUNICACIONES CONNECTIONS SLU,1,8,0,0
206487,NEXVOLMAR S.L.,1,22,1,1
206481,Anmaguzcer Telecomunicaciones S.L.U,1,7,0,0
206430,INFOTEC TECNOLOGIA INTEGRAL Y TELECOMUNICACIONES SL,1,9,1,1
206318,CAST-TELECOM SL,1,2,1,1
206280,Redes Telecomunicaciones Certificaciones Canarias S.L.,1,1,0,0
206265,Xarxes Esteses de Comunicacions SL,1,3,0,0
206195,BECONET FIBRA S.L.,1,11,0,0
206124,"MAZARRON-5G, S.L.",1,16,0,0
206041,"Network Hero, S.L.",1,1,0,0
205981,FIBRAWORLD TELECOM S.A.U.,1,5,0,0
205898,TELEVISION CABLE DIGITAL S.L.,1,4,0,0
205836,DITT REDMOVIL SL,1,11,0,0
205823,Iwi Telecom S.L,1,11,0,0
205796,"Brutalsys, S.L.",1,1,0,0
205715,Fitel Network S.L.,1,5,0,0
205694,Fibranet Telecomunicaciones Murcia S.L.,1,13,0,0
205596,Maria Dolores Sanabria Briones,1,2,0,0
205580,European Fisheries Control Agency,1,1,0,0
205518,Kelly Victoria Tidiman,1,1,0,0
205386,"Zaragozana de Informatica y Telecomunicaciones, S.L.",1,2,0,0
205341,SEDE SISTEMAS Y COMUNICACIONES S.L.,1,10,0,0
205295,Accesscable S.L.,1,6,0,0
205289,FIBRA OPTICA FILABRES S.L,1,2,0,0
205262,Free Technologies Excom S.L.,1,6,0,0
205191,"InstelNET Telecomunicaciones, S.R.L.",1,3,0,0
205174,XARXA DE NOVA GENERACIO DE NAVAS SL,1,2,0,0
205093,BANDA ANCHA CANARIAS 3000 S.L.,1,3,0,0
205057,OKA Servicios Internet SL,1,5,0,0
204998,Som Connexio SCCL,1,1,0,0
204993,ANTENA 3 DE TELEVISION S.A.,1,2,0,0
204856,Pixel ProMarketing S.L.,1,1,0,0
204811,ZINNIA TELECOMUNICACIONES SL.,1,1,0,0
204810,"QUANTIS GLOBAL, S.L.U.",1,1,1,1
204774,SISTEL ALMANZORA S.L.,1,2,1,1
204758,"CABINAS TELEFONICAS DEL SUR, S.L.",1,4,0,0
204717,Joy Media Grup S.L.,1,2,0,0
204705,Cetelem Servicios Informaticos,1,1,0,0
204695,MARIA JOSEFA SILVERO PARRA,1,1,0,0
204629,"Valor Information Technologies, S.L.",1,1,0,0
204581,MOVIMIENTO TELEVISIVO S.A.,1,14,0,0
204556,SysAdminOK SL,1,4,1,4
204488,Conecta - Soluciones de conectividad S.L.,1,4,0,0
204396,"OLVERA CA.T.V., S. COOP. AND.",1,2,0,0
204369,Redcapac SL,1,2,0,0
204347,Red Wireless Telecom Espana SL,1,1,0,0
204303,"TRABUCO TELEVISION, SL",1,9,0,0
204286,Invermae Solutions SL,1,1,0,0
204234,XFERA Moviles S.A.,1,1,0,0
204175,Nostravant S.L.L.,1,2,0,0
204062,ETELECOM SEGRIA SL,1,4,0,0
204004,FIBRANET TELECOMUNICACIONES SL,1,10,0,0
203978,Free Technologies Excom S.L.,1,6,0,0
203934,DIGITAL GARAGE S.L.,1,3,1,1
203709,XFERA Moviles S.A.,1,14,0,0
203614,IBERWIX TELECOM S.L.,1,1,0,0
203603,Antonio Lobato Trujillo,1,4,0,0
203499,Free Technologies Excom S.L.,1,3,0,0
203457,Fundacio Institut de Ciencies Fotoniques (ICFO),1,1,0,0
203324,JetTelecom sistemas S.L.,1,4,0,0
203187,WGR TELECOMUNICACIONES VALLE DE LOS PEDROCHES SA,1,10,1,2
203119,Servicios Tecnologicos TIM SL,1,3,1,1
203115,Sentrium S.L.,1,4,1,2
202913,"CLOUDWIFI, SL",1,10,1,1
202883,"FATEN FACILITIES ENERGY TELECOM, S.L.",1,3,0,0
202825,NEAR TELECOM S.L.,1,5,1,1
202817,"FIBRACAT Telecom, S.L.U.",1,3,1,1
202767,Futura Service Provider S.A.,1,2,0,0
202743,Aplienfi S.L.,1,2,1,1
202658,MEGANET PLUS SLU,1,2,0,0
202608,UNILAN TELECOM SL,1,5,0,0
202583,"AVATEL TELECOM, SA",1,10,0,0
202565,Cliko Opera S.L,1,1,0,0
202531,"GASTECOM, SL",1,2,0,0
202503,"DESIS INFORMATICA, SL",1,4,1,18
202491,WINET TELECOM SL,1,2,0,0
202484,Azurita Store S. L.,1,1,0,0
202421,Wimaz S. L.,1,6,1,1
202375,Digital Albox SL,1,9,0,0
202367,"NET PARTNER WIFINN, S.L.",1,1,0,0
202352,CONECTA 3 TELECOM S.L.,1,2,1,1
202349,Fibercli Proyectos e Innovacion S.L.,1,1,0,0
202305,JOAN GRAU FERRI trading as Wirered,1,1,0,0
202205,"FIBRA A LA PORTA, S.L.",1,11,0,0
202047,"GESTION Y CONTROL DE LORCA, S.L.",1,8,0,0
202025,ONLYCABLE SL,1,3,0,0
201704,VALL DE SOLLER TELECOMUNICACIONS SLU,1,4,1,1
201619,Wifitoons S.L.,1,1,0,0
201466,Xarxes de Telecomunicacions Alternatives SL,1,8,1,2
201343,ONLYCABLE FIBRA SL,1,4,0,0
201337,"AVATEL TELECOM, SA",1,6,0,0
201234,Spotting Brands Technologies S.L,1,1,0,0
201152,Area Project Solutions SL,1,1,0,0
201109,BIVID TELECOM SL,1,18,0,0
201105,WIFI INTERSUR S.L.,1,2,0,0
200908,Invermae Solutions SL,1,7,0,0
200793,AORA CONECTA S.L.L.,1,8,0,0
200738,FIBRAWORLD TELECOM S.A.U.,1,19,1,10
200669,"SEAT,S.A.",1,1,0,0
200509,Solucions Valencianes i Noves Tecnologies SL,1,5,0,0
200421,Hermandad Farmaceutica del Mediterraneo S.C.L.,1,2,0,0
200359,Grupo Proveedor tecnologico Universal SL,1,5,0,0
200336,Dimitar Dandulov,1,1,0,0
200290,"AVATEL TELECOM, SA",1,1,0,0
199919,FOX TELECOM INTERNET S.L.,1,4,0,0
199905,TRIANGULO DE CONTROL G-3 S.A.,1,5,0,0
199889,Cvip Soluciones Tecnologicas Alternativas Sl.,1,1,1,1
199841,Antenas Carthagosat S.L.,1,1,1,1
199736,Gurbtec Iguana Telecom SL,1,5,1,1
199589,Dantia Tecnologia S.L.,1,4,0,0
199435,XFERA Moviles S.A.,1,3,0,0
199359,TELECOMUNICACIONES MERINO S.A.,1,1,0,0
199312,Free Technologies Excom S.L.,1,11,0,0
199171,Systems Maintenance Service EUROPA S.A.,1,2,0,0
199134,Sociedad de Fomento Agricola Castellonense S.A.,1,1,0,0
198885,Spotting Brands Technologies S.L,1,1,0,0
198697,YUFLY TELECOM SL,1,1,0,0
198653,DESARROLLO Y SISTEMAS INFORMATICOS CANARIAS SL,1,1,0,0
198432,Ipcore Datacenters S.L,1,6,1,1
198411,"AVATEL TELECOM, SA",1,16,0,0
198193,"Television por Cable Santa Pola, S.L.",1,60,0,0
198153,"""SOCIETAT D'ESTUDIS INFORMATICS I D'ORGANITZACIO, SOCIETAT ANONIMA"" (SEIDOR)",1,2,0,0
198096,Junta de Andalucia,1,2,1,1
198066,"Grupo Loading Systems, S.L.",1,31,1,2
197772,"NODO50, Altavoz por la libertad de expresion y comunicacion",1,1,0,0
197397,Servicio de Salud de Castilla-Mancha,1,1,0,0
197183,Occentus Network SL,1,1,0,0
197100,Wivacom Interactivo SL,1,4,0,0
196816,NIXUS NETWORKS S.L.,1,6,1,1
16373,Compania Espanola de Petroleos S.A.,1,1,0,0
16203,NCG Banco,1,2,0,0
16153,Servei Catala de la Salut,1,3,0,0
16091,SISTEMAS AVANZADOS DE TECNOLOGIA SA,1,1,1,1
16039,"Knet Comunicaciones, S.L.",1,40,0,0
15915,MASMOVIL IBERCOM SA,1,1,0,0
15633,Universitat Oberta de Catalunya,1,2,0,0
15630,Universidad Nacional de Educacion a Distancia - UNED,1,1,2,1
15488,Universidad del Pais Vasco - Euskal Herriko Unibertsitatea,1,1,0,0
15364,Tecavicas S.L.,1,4,0,0
12924,"Gamma UCaaS Comercializadora, S.L.U.",1,6,2,3
12715,Orange Espagne SA,1,"7,818",0,0
12569,"Instrumentacion y Componentes, SA",1,1,0,0
12321,XTRA TELECOM S.A.,1,3,0,0
56986,"Valor Information Technologies, S.L.",0,0,1,1
39831,"Valor Information Technologies, S.L.",0,0,1,2
39827,"Valor Information Technologies, S.L.",0,0,1,1
39639,"Valor Information Technologies, S.L.",0,0,1,1
216121,Dominik Jankovic,0,0,1,2
216072,Manuel Jesus Martin Mena,0,0,2,2
215869,DANIEL NAVAL ALCALA,0,0,1,1
215843,Ibai Saldise,0,0,1,2
215627,MATHIEU POUSSIN,0,0,1,1
215317,Marcos Vives Del Sol,0,0,1,2
215203,Aleksei Efimov,0,0,2,2
214522,Arnau Barbero,0,0,15,1
212900,Pere Tuset-Peiro,0,0,3,2
212294,Mario Gomez Canadas,0,0,4,247
212178,Santiago Fernandez Fernandez,0,0,3,1
212008,Ruben Martinez,0,0,14,6
211962,Ricardo Holguin Postigo,0,0,1,1
209618,"Valor Information Technologies, S.L.",0,0,1,1
207336,Netassist SL,0,0,10,22
204628,"Valor Information Technologies, S.L.",0,0,1,1
202222,Joan Cirer Capo,0,0,11,5
201732,Enric Aparisi Verdaguer,0,0,2,1
200992,Carlos Martin Nieto,0,0,1,1
200270,Ezequiel Salomon Campos Lopez,0,0,3,2
199474,TSK ELECTRONICA Y ELECTRICIDAD S.A.,0,0,1,1
199195,ANOTHER CALPE CONSULTING CONCEPT S.L.,0,0,1,1
