Organisation Name,Website,ASN,Peering Policy,IPv4 Address,IPv6 Address,MAC Address,Location,Switch Port and VLAN,Port Type,Service Speed,Service Type,Peering LAN,Membership Type,Route Servers,,
Aptum Technologies (UK) Limited,https://aptum.com,13768,Selective,195.66.224.156,2001:7f8:4::35c8:1,ac4b.c89b.c7c1,Telehouse West (THW),core3-thw xe-4/1/23,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Enet Telecommunciations Networks Limited,http://www.enet.ie/,207044,Open,195.66.239.104,2001:7f8:4:1:0:3:28c4:1,407c.7d4b.2730,Telehouse North (THN),edge2-thn-lon2 xe31,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
HighSpeed Office Limited,http://www.hso.co.uk,39326,Selective,195.66.224.226,2001:7f8:4::999e:1,44ec.ce44.5d0f,Telehouse North (THN),core3-thn et-2/4/0,100G,100000,Regular,LINX LON1,ConneXions-full,,,
Microsoft,http://www.microsoft.com,8075,Selective,195.66.236.140,2001:7f8:4:1::1f8b:1,54e0.3278.0fc1,Equinix LD4 (EQ4),edge3-eq4-lon2 ce14/1,100G,100000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Zen Internet Ltd,http://www.zen.co.uk/,13037,Selective,195.66.236.158,2001:7f8:4:1::32ed:1,9ce1.7626.8ce7,Telehouse North (THN),edge5-thn-lon2 ce6/1,100G,100000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Exponential-e Ltd,http://www.exponential-e.com/,25180,Selective,195.66.227.237,2001:7f8:4::625c:2,10e8.781c.fd4b,Telehouse West (THW),core3-thw xe-4/0/1,10G,10000,Regular,LINX LON1,full,,,
EDGOO NETWORKS UNIPESSOAL LDA,http://,6424,Selective,195.66.246.250,2001:7f8:4:3::1918:1,14b3.a16a.dadf,DataVita Glasgow DC1/DC2 (DVG),edge2-dvg-sco1 xe1,10G,10000,Regular,LINX Scotland,ConneXions-full,rs1.sco1,rs2.sco1,
Open Peering,http://www.nl-ix.net,20562,Open,195.66.225.53,2001:7f8:4::5052:1,94bf.942d.4e51,Telehouse North (THN),edge6-thn xe-5/1/9,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Think BV Ltd,http://www.thinkdedicated.com,51159,Open,195.66.237.185,2001:7f8:4:1::c7d7:1,384f.49e3.154d,Telehouse North (THN),edge1-thn-lon2 xe27,10G,10000,Regular,LINX LON2,full,rs2.lon2,,
Voxility,https://www.voxility.com/,3223,Selective,195.66.226.180,2001:7f8:4::c97:1,985d.82d8.e4c3,Telehouse North (THN),core3-thn et-3/0/0,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Team Cymru- Inc.,http://www.team-cymru.com/TC-UK.html,23028,Open,195.66.225.217,2001:7f8:4::59f4:1,784f.9ba6.e072,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/1/13,10G,10000,Regular,LINX LON1,associate,rs1.lon1,rs3.lon1,
Advania,http://www.advania.com/,30818,Open,195.66.224.6,2001:7f8:4::7862:1,6026.aa7d.90e7,Telehouse North (THN),edge6-thn xe-2/1/19,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Fluency Communications Limited,http://www.fluency.net.uk,56595,Open,195.66.254.4,2001:7f8:4:4::dd13:1,0c86.10be.799d,BT Stadium House (BTS),edge2-bts.car1 8,10G,10000,Regular,LINX Wales,full,rs2.car1,rs1.car1,
Riot Games Ltd,http://www.riotgames.com,6507,Selective,195.66.226.186,2001:7f8:4::196b:1,9ce1.7615.8066,Interxion LON2 (IN2),core3-in2 xe-3/0/18,10G,10000,Regular,LINX LON1,full,rs1.lon1,,
Gamma Telecom Limited,http://www.gamma.co.uk,31655,Open,195.66.244.113,2001:7f8:4:2::7ba7:11,288a.1c67.bfc1,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe5,10G,10000,Regular,LINX Manchester,full,,,
Gulfnet Communications Co,http://www.gulfnet.com.kw,3225,Open,195.66.225.80,2001:7f8:4::c99:1,503d.e5fe.3200,Telehouse West (THW),core3-thw ge-4/1/5,1000,1000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Node4 Ltd,http://www.node4.co.uk,29452,No-peering,195.66.225.5,2001:7f8:4::730c:1,dc38.e1ac.6a00,Telehouse North (THN),core4-thn ge-3/1/0,1000,1000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
aq Limited,http://aql.com,33920,Selective,195.66.244.40,2001:7f8:4:2::8480:1,f01c.2dc5.48b2,Equinix MA1 Williams House (TCW),edge7-tcw-man1 xe16,1000,1000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Charter Communications,https://www.spectrum.com,7843,Selective,206.55.196.57,2001:504:31::1ea3:1,2e21.3100.476a,Equinix DC2 (EQA),edge1-eqa-nva1 ethernet-1/3/1,10G,10000,Regular,LINX NoVA,full,rs1.nva1,,
IDNet,http://www.idnet.com,12496,Open,195.66.224.181,2001:7f8:4::30d0:1,0018.741e.ef00,Telehouse East (THE),edge1-the 2/x1/1/c4/2,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Global Radio UK Ltd,http://www.global.com,39202,Selective,195.66.225.2,2001:7f8:4::9922:1,409e.a445.3ab2,Telehouse West (THW),core3-thw xe-4/0/10,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Actvision Blizzard UK Ltd,http://eu.blizzard.com/en-gb/,57976,Open,195.66.226.234,2001:7f8:4::e278:1,4c16.fc0b.6a8e,Equinix LD6 (EQ4),edge1-eq4 4/1/c7/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
C.C.S (Leeds) Ltd,http://www.ccsleeds.co.uk,34555,Open,195.66.226.26,2001:7f8:4::86fb:1,001c.b0b5.c600,Telehouse North (THN),edge6-thn xe-5/0/17,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Elisa Oyj,http://www.eunet.fi/,6667,Selective,195.66.236.114,2001:7f8:4:1::1a0b:1,0881.f4ee.3000,Interxion LON2 (IN2),edge2-in2-lon2 ce19/1,100G,100000,Regular,LINX LON2,full,,,
Yahoo EMEA Limited,https://www.oath.com/,10310,Selective,195.66.224.115,2001:7f8:4::2846:2,307c.5e90.83c9,Telehouse West (THW),core3-thw et-2/1/3,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
GBI HQ B.V.,http://www.gbiinc.com/,200612,Selective,195.66.224.237,2001:7f8:4::3:fa4:1,d46d.506d.2584,Telehouse West (THW),core3-thw et-3/1/0,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Highland Network Limited T/A HighNet,http://www.highnet.com,57356,Selective,195.66.246.8,2001:7f8:4:3::e00c:1,5c45.27d2.d2f7,Pulsant Edinburgh (PUE),edge3-pue-sco1 xe5,10G,10000,Regular,LINX Scotland,full,rs2.sco1,rs1.sco1,
Cancom Managed Services Ltd,http://www.novosco.com,60793,Selective,195.66.224.117,2001:7f8:4::ed79:1,40de.ad07.c88a,Telehouse North2 (TH2),edge2-th2 1/x1/1/c7/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
GConnect,http://www.gconnect.net,33941,Open,195.66.244.98,2001:7f8:4:2::8495:2,700f.6a46.bb81,Equinix MA1 Williams House (TCW),edge5-tcw-man1 xe30,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Entanet International Ltd,http://www.enta.net/,8468,Selective,195.66.244.11,2001:7f8:4:2::2114:1,d46d.5058.7c01,Equinix MA1 Williams House (TCW),edge5-tcw-man1 xe15,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Lloyds Bank plc,http://www.lloydsbank.com,8435,,195.66.239.48,2001:7f8:4:1::20f3:1,70e4.227f.d128,Equinix LD4 (EQ4),edge2-eq4-lon2 xe23,10G,10000,Regular,LINX LON2,full,,,
RIPE NCC,http://www.ripe.net,197000,Open,195.66.237.160,2001:7f8:4:1:0:3:188:1,985d.82b7.e0e7,Telehouse North (THN),edge2-thn-lon2 xe12,10G,10000,Regular,LINX LON2,associate,rs2.lon2,rs4.lon2,
ServiceNow,http://www.servicenow.com,16839,Open,195.66.225.180,2001:7f8:4::41c7:3,f8f2.1e03.e884,Equinix LD6 (EQ4),edge2-eq4 2/x1/1/c10/4,10G,10000,Regular,LINX LON1,full,,,
Voneus Ltd,http://www.lonsdalenet.co.uk,47638,Open,195.66.225.169,2001:7f8:4::ba16:1,0469.8fd0.72df,Telehouse North (THN),edge6-thn xe-5/0/7,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Akamai Technologies Inc.,http://www.akamai.com/,20940,Open,195.66.246.28,2001:7f8:4:3::51cc:1,34ef.b63a.0853,DataVita Glasgow DC1/DC2 (DVG),edge2-dvg-sco1 xe6,10G,10000,Regular,LINX Scotland,full,rs2.sco1,rs1.sco1,
Tele2 AB,http://www.tele2.com/,1257,Selective,195.66.224.87,2001:7f8:4::4e9:1,0001.63f4.bfc0,Telehouse West (THW),core3-thw xe-4/0/8,10G,10000,Regular,LINX LON1,full,,,
RIPE NCC,http://www.ripe.net,25152,Open,195.66.224.183,2001:7f8:4::6240:1,c042.d080.cb66,Telehouse North (THN),edge6-thn xe-5/1/12,10G,10000,Regular,LINX LON1,associate,rs1.lon1,rs3.lon1,
Wi-Manx,http://www.wimanx.com,42455,Open,195.66.236.28,2001:7f8:4:1::a5d7:1,204e.719b.d002,Telehouse North (THN),edge3-thn-lon2 xe43,1000,1000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Virgin Media Limited,http://www.virginmedia.com/,5089,Restrictive,195.66.224.22,2001:7f8:4::13e1:2,4e6d.5847.b80f,Equinix LD6 (EQ4),edge1-eq4 4/1/c29/1,100G,100000,Regular,LINX LON1,full,,,
Riot Games Ltd,http://www.riotgames.com,6507,Selective,206.55.196.52,2001:504:31::196b:1,d46a.3589.ac88,Equinix DC2 (EQA),edge2-eqa-nva1 ethernet-1/3/1,10G,10000,Regular,LINX NoVA,full,rs1.nva1,rs2.nva1,
Tenet,http://www.tenet.ac.za,36944,Open,195.66.225.31,2001:7f8:4::9050:1,8071.1fc7.0501,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/1/9,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Google,http://www.google.com/,15169,Open,206.55.196.65,2001:504:31::3b41:2,30b6.4f19.0dc5,Equinix DC2 (EQA),edge2-eqa-nva1 ethernet-1/1/3,10G,10000,Regular,LINX NoVA,full-jedix_customer,rs1.nva1,rs2.nva1,
Simwood eSMS Limited,http://www.simwood.com,42353,Selective,195.66.224.236,2001:7f8:4::a571:1,001c.738e.6339,Telehouse North (THN),edge6-thn xe-3/0/22,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
M247 UK Ltd,http://www.m247.com,16247,Selective,195.66.236.185,2001:7f8:4:1::3f77:1,d46a.35bf.a42c,Equinix LD8 Harbour Exchange (TCH),edge4-tch-lon2 ce12/1,100G,100000,Regular,LINX LON2,ConneXions-full,rs4.lon2,rs2.lon2,
SharpStream Ltd,http://www.sharp-stream.com,58188,Selective,195.66.224.42,2001:7f8:4::1502:3,00cc.34e9.2800,Telehouse North (THN),edge6-thn xe-3/0/5,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Korea Telecom,http://www.kt.co.kr/,4766,Selective,195.66.224.147,2001:7f8:4::129e:1,001d.b5d0.cc73,Telehouse West (THW),core3-thw xe-4/0/17,10G,10000,Regular,LINX LON1,full,,,
BBC,http://www.bbc.co.uk/,2818,Open,195.66.224.103,2001:7f8:4::b02:1,24fc.4eb2.cc52,Telehouse West (THW),core4-thw et-2/4/0,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Meta UK Ltd,http://www.facebook.com,32934,Selective,206.55.196.48,2001:504:31::80a6:2,c8e7.f08f.87aa,Equinix DC2 (EQA),edge1-eqa-nva1 ethernet-1/2/3,10G,10000,Regular,LINX NoVA,full,rs1.nva1,rs2.nva1,
Virgin Media Limited,http://www.virginmedia.com/,5089,Restrictive,195.66.244.33,2001:7f8:4:2::13e1:1,544b.8ceb.5691,Equinix MA1 Williams House (TCW),edge8-tcw-man1 ce6/1,100G,100000,Regular,LINX Manchester,full,,,
Triton Digital Canada Inc.,https://www.tritondigital.com,13360,Selective,206.55.196.49,2001:504:31::3430:1,68f3.8e98.0c60,Equinix DC2 (EQA),edge1-eqa-nva1 ethernet-1/4/2,10G,10000,Regular,LINX NoVA,full,rs1.nva1,,
Essensys (UK) Limited,http://www.essensys.tech,48273,Open,195.66.226.249,2001:7f8:4::bc91:1,0c59.9cbd.8068,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c13/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Cloudflare  US Inc.,http://www.cloudflare.com,13335,Open,195.66.227.207,2001:7f8:4::3417:2,4c6d.5806.11e5,Telehouse West (THW),core3-thw et-3/2/0,100G,100000,Regular,LINX LON1,full-jedix_customer,rs1.lon1,rs3.lon1,
Turk Telekom International AT AG,http://www.turktelekomint.com/,6663,Restrictive,195.66.224.252,2001:7f8:4::1a07:1,0023.9cd1.56c5,Telehouse East (THE),edge1-the 1/x1/1/c11/4,10G,10000,Regular,LINX LON1,full,,,
TSG Interactive Services Ltd (Pokerstars),http://www.pokerstars.com,43338,Selective,195.66.224.48,2001:7f8:4::a94a:1,046c.9d59.f582,Telehouse North (THN),edge6-thn xe-2/0/19,10G,10000,Regular,LINX LON1,full,,,
National Telecom Public Company Limited,http://www.cattelecom.com/site/en/main.php,4651,Open,195.66.226.99,2001:7f8:4::122b:1,4c00.820b.fb45,Telehouse North (THN),edge6-thn xe-2/1/17,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Exa Networks Ltd.,http://www.exa-networks.co.uk,30740,Selective,195.66.224.235,2001:7f8:4::7814:1,444c.a8cd.3411,Telehouse East (THE),edge1-the 1/x1/1/c5/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Elisa Oyj,http://www.eunet.fi/,6667,Selective,195.66.224.114,2001:7f8:4::1a0b:1,0012.1e87.027d,Equinix LD8 Harbour Exchange (TCH),core3-tch et-2/4/0,100G,100000,Regular,LINX LON1,full,,,
British Telecommunications plc,http://www.bt.net/,2856,Selective,195.66.224.10,2001:7f8:4::b28:1,2aa2.4b2c.5c93,Telehouse North (THN),core3-thn et-2/4/3,100G,100000,Regular,LINX LON1,full,,,
ICUK Computing Services Ltd,http://icuk.net,51561,Open,195.66.238.191,2001:7f8:4:1::c969:1,2cd0.2d28.1200,Telehouse North (THN),edge2-thn-lon2 xe8,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Apple Europe Limited,http://www.apple.com,714,Selective,206.55.196.101,2001:504:31::2ca:2,3a4f.49d7.709b,CoreSite Reston (COR),edge3-cor-nva1 ethernet-1/12,100G,100000,Regular,LINX NoVA,full,,,
Packet Clearing House (PCH),http://www.pch.net/,42,Open,206.55.196.4,2001:504:31::2a:1,000c.299f.c9ae,Equinix DC2 (EQA),edge2-eqa-nva1 ethernet-1/3/3,10G,10000,Regular,LINX NoVA,associate,rs1.nva1,rs2.nva1,
NetActuate Inc,http://www.vr.org/,36236,Open,195.66.226.36,2001:7f8:4::8d8c:1,fc96.4300.b00f,Telehouse North (THN),edge6-thn xe-3/1/17,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Charterhouse Voice & Data Plc,http://www.cvd.plc.uk/,44503,Selective,195.66.226.156,2001:7f8:4::add7:1,cc16.7e85.ba10,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/1/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Farice ehf.,http://www.farice.is,56704,Open,195.66.226.222,2001:7f8:4::dd80:1,28af.fd63.e77a,Telehouse East (THE),edge1-the 1/x1/1/c7/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Connective Online Limited,http://www.touchtec.technology,39175,Open,195.66.224.132,2001:7f8:4::9907:1,5c45.277b.2436,Telehouse North (THN),edge6-thn xe-1/0/0,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
NSFOCUS Inc.,http://www.nsfocusglobal.com,8757,Open,195.66.225.49,2001:7f8:4::2235:1,001c.73d6.16c7,Equinix LD8 Harbour Exchange (TCH),core4-tch et-2/1/3,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Alibaba Group,http://www.alibaba.com,45102,Open,195.66.225.79,2001:7f8:4::b02e:1,00c1.647f.fbef,Equinix LD6 (EQ4),edge2-eq4 2/x1/1/c6/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Magnet Networks,http://www.magnet.ie,34245,Open,195.66.224.208,2001:7f8:4::85c5:1,0021.a00a.ec00,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c3/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Bogons Ltd.,http://www.bogons.net/,3213,Open,195.66.246.24,2001:7f8:4:3::c8d:1,0013.5f1c.d540,Pulsant Edinburgh (PUE),edge3-pue-sco1 xe21,10G,10000,Regular,LINX Scotland,full,rs2.sco1,rs1.sco1,
The Networking People (TNP) Limited,http://www.tnp.net.uk,25460,Open,195.66.226.237,2001:7f8:4::6374:1,204e.71c2.9a97,Telehouse North (THN),edge6-thn xe-4/1/9,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
GoFibre Holdings Ltd,http://,205847,Open,195.66.246.200,2001:7f8:4:3:0:3:2417:1,68f3.8e61.8c08,Pulsant Edinburgh (PUE),edge3-pue-sco1 xe12,10G,10000,Regular,LINX Scotland,full,rs2.sco1,rs1.sco1,
The Internet Business t/a TIBUS,http://www.tibushost.com,41678,Open,195.66.225.236,2001:7f8:4::a2ce:1,6c6c.d306.61f0,Telehouse North (THN),edge6-thn xe-3/0/19,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Defaultroute Limited,http://www.defaultroute.co.uk,61081,Open,195.66.244.94,2001:7f8:4:2::ee99:1,08b2.58bc.dcc0,TeleData Delta House (TDD),edge3-tdd-man1 xe25,1000,1000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Optinet U.K. Limited,http://,43872,Open,195.66.227.240,2001:7f8:4::ab60:1,d46d.504a.1ccf,Telehouse West (THW),core3-thw xe-4/0/20,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Prime Tel Plc,http://www.prime-tel.com/,8544,Selective,195.66.225.95,2001:7f8:4::2160:1,0026.88b4.2ff0,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/1/6,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Keepit,http://,213054,Open,195.66.227.4,2001:7f8:4::3:403e:1,e443.4be4.0f55,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c1/2,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Host Europe GmbH,http://www.hosteurope.de/,20773,Selective,195.66.225.173,2001:7f8:4::5125:1,a4e1.1a6e.4d59,Telehouse North (THN),edge6-thn xe-5/0/0,10G,10000,Regular,LINX LON1,full,,,
Visa- Inc,https://www.visa.com,2559,Selective,195.66.226.90,2001:7f8:4::9ff:1,3c8c.93d0.5014,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/1/12,10G,10000,Regular,LINX LON1,full,,,
M247 UK Ltd,http://www.m247.com,9009,Selective,195.66.244.5,2001:7f8:4:2::2331:1,d46a.35b9.b8db,M247 Ball Green (M2I),edge2-m2i-man1 xe2,10G,10000,Regular,LINX Manchester,ConneXions-full,,,
Team Cymru- Inc.,http://www.team-cymru.com/TC-UK.html,23028,Open,195.66.237.217,2001:7f8:4:1::59f4:1,784f.9ba9.c866,Equinix LD8 Harbour Exchange (TCH),edge2-tch-lon2 xe1,10G,10000,Regular,LINX LON2,associate,rs2.lon2,rs4.lon2,
Total Uptime Technologies LLC,https://totaluptime.com,53334,Selective,195.66.225.103,2001:7f8:4::d056:1,f4b5.2fd3.860c,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c12/4,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Lit Fibre Ltd,http://,211597,Open,195.66.239.247,2001:7f8:4:1:0:3:3a8d:1,3c08.cd8e.3b14,Telehouse West (THW),edge1-thw-lon2 xe27,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Edgio ASN 22822 (Limelight),http://www.limelightnetworks.com/,22822,Selective,195.66.244.110,2001:7f8:4:2::5926:1,2899.3a61.dbbb,Equinix MA1 Williams House (TCW),edge8-tcw-man1 ce17/1,100G,100000,Regular,LINX Manchester,full,rs1.man1,rs2.man1,
Amazon,http://www.amazon.com/,16509,Selective,206.55.196.43,2001:504:31::407d:1,2e6b.f54f.5ae5,Equinix DC2 (EQA),edge2-eqa-nva1 ethernet-1/9,100G,100000,Regular,LINX NoVA,full,,,
Rackspace Limited,http://www.rackspace.co.uk/,12200,Open,195.66.224.116,2001:7f8:4::2fa8:1,d466.249c.a4e7,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c3/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Exponential-e Ltd,http://www.exponential-e.com/,25180,Selective,195.66.236.186,2001:7f8:4:1::625c:1,e441.64eb.67e4,Interxion LON2 (IN2),edge1-in2-lon2 xe1,10G,10000,Regular,LINX LON2,full,,,
Digital Realty,https://www.digitalrealty.com/,49425,Selective,195.66.226.207,2001:7f8:4::c111:2,30b6.4f3b.7297,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c6/2,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Cisco WebEx,http://www.webex.com,13445,Selective,195.66.237.110,2001:7f8:4:1::3485:1,4c4e.35da.78f7,Equinix LD8 Harbour Exchange (TCH),edge4-tch-lon2 ce13/1,100G,100000,Regular,LINX LON2,full,,,
ServerHouse Ltd,http://www.serverhouse.co.uk,21472,Open,195.66.226.56,2001:7f8:4::53e0:1,e00e.dac0.9b00,Telehouse North (THN),edge6-thn xe-5/0/9,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Jisc Services Limited,http://www.ja.net/,786,Open,195.66.236.15,2001:7f8:4:1::312:1,d404.ff2c.13c1,Equinix LD8 Harbour Exchange (TCH),edge4-tch-lon2 ce5/1,100G,100000,Regular,LINX LON2,full,,,
The Networking People (TNP) Limited,http://www.tnp.net.uk,25460,Open,195.66.244.39,2001:7f8:4:2::6374:1,e4f2.7cc4.480a,Equinix MA1 Williams House (TCW),edge5-tcw-man1 xe27,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Sony Interactive Entertainment LLC,http://gaikai.com,33353,Selective,195.66.236.65,2001:7f8:4:1::8249:2,6464.9bb8.a05d,Equinix LD8 Harbour Exchange (TCH),edge1-tch-lon2 xe30,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
HERE Global BV,https://company.here.com/here/,1248,Open,195.66.225.94,2001:7f8:4::4e0:1,0024.dcc9.2c84,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c2/4,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Reliance Jio Infocomm UK Limited,http://infotelcommunication.com,64049,Selective,195.66.225.188,2001:7f8:4::fa31:2,a80c.0d26.c0a7,Equinix LD6 (EQ4),edge1-eq4 4/1/c18/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Quality Technology Services- LLC.,http://,53907,Open,206.55.197.243,2001:504:31::d293:1,d46d.5017.0c44,Quality Technology Services(QTS),edge2-qts-nva1 ethernet-1/1/2,10G,10000,Regular,LINX NoVA,full,rs2.nva1,rs1.nva1,
I.T.Synergy Ltd,http://itsynergy.co.uk,44314,Open,195.66.239.205,2001:7f8:4:1::ad1a:1,0012.c001.190e,Telehouse North (THN),edge2-thn-lon2 xe2,1000,1000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Cloudflare  US Inc.,http://www.cloudflare.com,13335,Open,195.66.225.179,2001:7f8:4::3417:1,f4cc.5567.5ded,Equinix LD8 Harbour Exchange (TCH),core4-tch et-2/5/0,100G,100000,Regular,LINX LON1,full-jedix_customer,rs1.lon1,rs3.lon1,
Wi-Manx,http://www.wimanx.com,42455,Open,195.66.244.7,2001:7f8:4:2::a5d7:1,204e.719d.1ff1,Equinix MA1 Williams House (TCW),edge7-tcw-man1 xe2,1000,1000,Regular,LINX Manchester,full,rs1.man1,,
Voiceflex Ltd,https://www.voiceflex.com,24594,Open,195.66.225.108,2001:7f8:4::6012:2,70e4.224b.5300,Equinix LD8 Harbour Exchange (TCH),core4-tch ge-3/1/1,1000,1000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Ecoband Ltd,http://www.ecoband.net/,327814,Open,195.66.239.83,2001:7f8:4:1:0:5:86:1,cc2d.e00f.253d,Telehouse West (THW),edge3-thw-lon2 xe4,1000,1000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Voneus Ltd,http://www.lonsdalenet.co.uk,51782,Open,195.66.225.38,2001:7f8:4::ca46:1,2cc8.1bb7.15c8,Telehouse West (THW),core3-thw xe-4/0/19,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Gibtelecom,http://www.gibtele.com,8301,Selective,195.66.225.113,2001:7f8:4::206d:1,c409.b72a.cad0,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c1/4,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Zoom  Internet LTD,https://www.zoom-internet.co.uk/,205389,Open,195.66.227.127,2001:7f8:4::3:224d:1,3cfd.fed0.f621,Telehouse North (THN),edge6-thn xe-3/1/8,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Zycomm Electronics Limited,http://www.zycomm.co.uk,39875,Open,195.66.244.117,2001:7f8:4:2::9bc3:1,2cc8.1b8e.01b8,TeleData Delta House (TDD),edge3-tdd-man1 xe20,1000,1000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Global Radio UK Ltd,http://www.global.com,39202,Selective,195.66.237.2,2001:7f8:4:1::9922:1,409e.a445.4b32,Equinix LD4 (EQ4),edge2-eq4-lon2 xe9,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Cisco IT,https://www.cisco.com/,109,Selective,195.66.227.143,2001:7f8:4::6d:1,94ae.f09d.080e,Equinix LD8 Harbour Exchange (TCH),core4-tch xe-3/1/19,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
AXA Insurance UK plc,http://www.axa.co.uk/home.aspx,34746,Open,195.66.227.232,2001:7f8:4::87ba:2,a03d.6fcb.7401,Equinix LD6 (EQ4),edge2-eq4 2/x1/1/c4/2,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Apple Europe Limited,http://www.apple.com,714,Selective,195.66.226.147,2001:7f8:4::2ca:3,46f4.7728.ae94,Telehouse West (THW),core4-thw et-2/3/3,100G,100000,Regular,LINX LON1,full,,,
Virgin Media Limited,http://www.virginmedia.com/,5089,Restrictive,195.66.224.23,2001:7f8:4::13e1:1,4e6d.585a.9833,Digital Realty Sovereign House (RBS),edge3-rbs 2/x1/1/c24/1,100G,100000,Regular,LINX LON1,full,,,
